minuto,time,tipo,jogador,assist,placar_momento,descricao,Resultado,Data,IdJogo
88,Vasco da Gama,19,Hugo Moura,,,Hugo Moura is substituted on,2-0,"Fri, 14-Jun-24",Palmeiras x Vasco da Gama
91,Palmeiras,18,Rony,,,Rony is substituted off,2-0,"Fri, 14-Jun-24",Palmeiras x Vasco da Gama
91,Palmeiras,19,José López,,,José López is substituted on,2-0,"Fri, 14-Jun-24",Palmeiras x Vasco da Gama
91,Palmeiras,18,Zé Rafael,,,Zé Rafael is substituted off,2-0,"Fri, 14-Jun-24",Palmeiras x Vasco da Gama
91,Palmeiras,19,Fabinho,,,Fabinho is substituted on,2-0,"Fri, 14-Jun-24",Palmeiras x Vasco da Gama
90+2,Vasco da Gama,17,Victor Luís,,,Victor Luís recieves a yellow card,2-0,"Fri, 14-Jun-24",Palmeiras x Vasco da Gama
46,Fortaleza,17,,,, recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
46,Bahia,18,Everaldo,,,Everaldo is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
46,Bahia,19,Óscar Estupiñán,,,Óscar Estupiñán is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
46,Bahia,18,Ademir,,,Ademir is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
46,Bahia,19,Biel,,,Biel is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
59,Bahia,17,Kanu,,,Kanu recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
62,Bahia,18,Cauly,,,Cauly is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
62,Bahia,19,Carlos de Pena,,,Carlos de Pena is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
64,Fortaleza,18,Renato Kayzer,,,Renato Kayzer is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
64,Fortaleza,19,Juan Lucero,,,Juan Lucero is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
64,Fortaleza,18,Hércules,,,Hércules is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
64,Fortaleza,19,Tomás Pochettino,,,Tomás Pochettino is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
70,Bahia,17,Caio Alexandre,,,Caio Alexandre recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
75,Bahia,18,Gilberto,,,Gilberto is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
75,Bahia,19,Cicinho,,,Cicinho is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
80,Bahia,1,Éverton Ribeiro,,,"Éverton Ribeiro assists a goal (Off the ground, Cross, Key pass, Left footed, Open play)",1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
80,Bahia,16,Jean Lucas,Éverton Ribeiro,1-0,"GOAL! Jean Lucas scores , Assisted by Éverton Ribeiro (Low to the right, 18-yard box, Big Chance, Head, Open play)",1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
82,Fortaleza,17,Tomás Pochettino,,,Tomás Pochettino recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
83,Fortaleza,18,Emmanuel Martínez,,,Emmanuel Martínez is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
83,Fortaleza,19,Pedro Rocha,,,Pedro Rocha is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
83,Fortaleza,18,Zé Welison,,,Zé Welison is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
83,Fortaleza,19,Imanol Machuca,,,Imanol Machuca is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
83,Fortaleza,18,Breno Lopes,,,Breno Lopes is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
83,Fortaleza,19,Yago Pikachu,,,Yago Pikachu is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
84,Bahia,18,Éverton Ribeiro,,,Éverton Ribeiro is substituted off,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
84,Bahia,19,Yago Felipe,,,Yago Felipe is substituted on,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
86,Bahia,17,Marcos Felipe,,,Marcos Felipe recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
88,Bahia,17,Yago Felipe,,,Yago Felipe recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
90+3,Bahia,17,Carlos de Pena,,,Carlos de Pena recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
90+5,Bahia,17,Biel,,,Biel recieves a yellow card,1-0,"Fri, 14-Jun-24",Bahia x Fortaleza
2,Red Bull Bragantino,1,Gustavinho,,,"Gustavinho assists a goal (Standing, Key pass, Open play)",2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
2,Red Bull Bragantino,16,Helinho,Gustavinho,1-0,"GOAL! Helinho scores , Assisted by Gustavinho (Standing, High to the left, 18-yard box, Left footed, Open play)",2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
12,Red Bull Bragantino,17,Jadsom,,,Jadsom recieves a red card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
14,Red Bull Bragantino,17,Lucas Cunha,,,Lucas Cunha recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
16,Red Bull Bragantino,18,Gustavinho,,,Gustavinho is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
16,Red Bull Bragantino,19,Douglas Mendes,,,Douglas Mendes is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
25,Juventude,16,Mandaca,,1-1,"GOAL! Mandaca scores  (Standing, Low to the left, 6-yard box, Big Chance, Left footed, Fast break)",2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
36,Juventude,17,Mandaca,,,Mandaca recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
41,Red Bull Bragantino,17,Cleiton,,,Cleiton recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
41,Red Bull Bragantino,17,,,, recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
45+7,Juventude,17,Danilo Boza,,,Danilo Boza recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
54,Juventude,17,Rodrigo Sam,,,Rodrigo Sam recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Red Bull Bragantino,18,Matheus Fernandes,,,Matheus Fernandes is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Red Bull Bragantino,19,Eric Ramires,,,Eric Ramires is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Red Bull Bragantino,18,Thiago Borbas,,,Thiago Borbas is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Red Bull Bragantino,19,Vitinho,,,Vitinho is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Juventude,18,Gilberto,,,Gilberto is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Juventude,19,Erick Farias,,,Erick Farias is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Juventude,18,Mandaca,,,Mandaca is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
65,Juventude,19,Gabriel Taliari,,,Gabriel Taliari is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
76,Juventude,17,Marcelinho,,,Marcelinho recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
76,Juventude,18,Marcelinho,,,Marcelinho is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
76,Juventude,19,Ruan,,,Ruan is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
82,Red Bull Bragantino,16,Helinho,,2-1,"GOAL! Helinho scores  (Standing, Low to the centre, 18-yard box, Big Chance, Left footed, Open play)",2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
84,Juventude,18,Lucas Barbosa,,,Lucas Barbosa is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
84,Juventude,19,Rildo,,,Rildo is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
84,Juventude,18,Luís Oyama,,,Luís Oyama is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
84,Juventude,19,Peixoto,,,Peixoto is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
85,Red Bull Bragantino,17,Luan Cândido,,,Luan Cândido recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
87,Red Bull Bragantino,18,Helinho,,,Helinho is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
87,Red Bull Bragantino,19,Raul,,,Raul is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
87,Red Bull Bragantino,18,Henry Mosquera,,,Henry Mosquera is substituted off,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
87,Red Bull Bragantino,19,Ignacio Laquintana,,,Ignacio Laquintana is substituted on,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
90+5,Red Bull Bragantino,17,Ignacio Laquintana,,,Ignacio Laquintana recieves a yellow card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
90+7,Red Bull Bragantino,17,,,, recieves a red card,2-1,"Sat, 15-Jun-24",Red Bull Bragantino x Juventude
41,Fluminense,16,Ganso,,1-0,"GOAL! Ganso scores  (High to the left, Out of box, Left footed, Open play)",1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
56,Fluminense,18,Felipe Melo,,,Felipe Melo is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
56,Fluminense,19,Manoel,,,Manoel is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
59,Fluminense,18,Marcelo,,,Marcelo is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
59,Fluminense,19,Diogo Barbosa,,,Diogo Barbosa is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
64,Atletico GO,18,Gabriel Baralhas,,,Gabriel Baralhas is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
64,Atletico GO,19,Max,,,Max is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
64,Atletico GO,18,Emiliano Rodríguez,,,Emiliano Rodríguez is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
64,Atletico GO,19,Derek,,,Derek is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
67,Fluminense,17,Samuel Xavier,,,Samuel Xavier recieves a yellow card,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
70,Fluminense,17,Ganso,,,Ganso recieves a yellow card,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
70,Atletico GO,17,Adriano Martins,,,Adriano Martins recieves a yellow card,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
71,Atletico GO,16,Luiz Fernando,,1-1,"GOAL! Luiz Fernando scores  (High to the right, Out of box, Left footed, From corner)",1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
78,Fluminense,18,Alexsander,,,Alexsander is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
78,Fluminense,19,John Kennedy,,,John Kennedy is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
78,Fluminense,18,Keno,,,Keno is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
78,Fluminense,19,Isaac,,,Isaac is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
78,Fluminense,18,Samuel Xavier,,,Samuel Xavier is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
78,Fluminense,19,Renato Augusto,,,Renato Augusto is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
90,Atletico GO,18,Luiz Fernando,,,Luiz Fernando is substituted off,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
90,Atletico GO,19,Mateo Zuleta,,,Mateo Zuleta is substituted on,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
90+2,Fluminense,17,Marlon,,,Marlon recieves a yellow card,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
90+2,Fluminense,17,Guga,,,Guga recieves a yellow card,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
90+4,Atletico GO,16,Mateo Zuleta,,1-2,"GOAL! Mateo Zuleta scores  (Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
90+5,Fluminense,17,Felipe Melo,,,Felipe Melo recieves a red card,1-2,"Sun, 16-Jun-24",Fluminense x Atletico GO
46,Athletico Paranaense,18,Felipinho,,,Felipinho is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
46,Athletico Paranaense,19,Tomás Cuello,,,Tomás Cuello is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
46,Flamengo,18,Bruno Henrique,,,Bruno Henrique is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
46,Flamengo,19,Victor Hugo,,,Victor Hugo is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
49,Flamengo,17,Victor Hugo,,,Victor Hugo recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
67,Flamengo,18,Lorran,,,Lorran is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
67,Flamengo,19,Gabriel Barbosa,,,Gabriel Barbosa is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
73,Athletico Paranaense,18,Nikão,,,Nikão is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
73,Athletico Paranaense,19,Fernando,,,Fernando is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
73,Athletico Paranaense,18,Lucas Esquivel,,,Lucas Esquivel is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
73,Athletico Paranaense,19,Pablo,,,Pablo is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
74,Athletico Paranaense,18,Gonzalo Mastriani,,,Gonzalo Mastriani is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
74,Athletico Paranaense,19,Julimar,,,Julimar is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
83,Athletico Paranaense,18,Christian,,,Christian is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
83,Athletico Paranaense,19,Bruno Zapelli,,,Bruno Zapelli is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
83,Flamengo,18,Léo Ortiz,,,Léo Ortiz is substituted off,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
83,Flamengo,19,Evertton Araújo,,,Evertton Araújo is substituted on,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
87,Flamengo,17,Evertton Araújo,,,Evertton Araújo recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+1,Athletico Paranaense,16,Fernandinho,,1-0,"GOAL! Fernandinho scores  (High to the left, 18-yard box, Big Chance, Penalty, Right footed)",1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+6,Athletico Paranaense,17,Pablo,,,Pablo recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+7,Athletico Paranaense,17,Bruno Zapelli,,,Bruno Zapelli recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+7,Flamengo,17,Fabrício Bruno,,,Fabrício Bruno recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+8,Athletico Paranaense,17,Léo Linck,,,Léo Linck recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+8,Flamengo,1,Luiz Araújo,,,"Luiz Araújo assists a goal (Corner, Off the ground, Cross, Long Ball, Key pass, Left footed, From corner)",1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+8,Flamengo,16,Evertton Araújo,Luiz Araújo,1-1,"GOAL! Evertton Araújo scores , Assisted by Luiz Araújo (Low to the centre, 18-yard box, Big Chance, Head, From corner)",1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+10,Athletico Paranaense,17,,,, recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+10,Athletico Paranaense,17,,,, recieves a red card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+11,Athletico Paranaense,17,Madson,,,Madson recieves a yellow card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
90+12,Athletico Paranaense,17,Mycael,,,Mycael recieves a red card,1-1,"Sun, 16-Jun-24",Athletico Paranaense x Flamengo
8,Vitoria,1,Alerrandro,,,"Alerrandro assists a goal (Key pass, Open play)",2-1,"Sun, 16-Jun-24",Vitoria x Internacional
8,Vitoria,16,Willian Oliveira,Alerrandro,1-0,"GOAL! Willian Oliveira scores , Assisted by Alerrandro (Low to the left, 18-yard box, Left footed, Open play)",2-1,"Sun, 16-Jun-24",Vitoria x Internacional
28,Internacional,17,Matheus Dias,,,Matheus Dias recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
30,Internacional,17,Vitão,,,Vitão recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
46,Internacional,18,Vitão,,,Vitão is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
46,Internacional,19,Fabricio Bustos,,,Fabricio Bustos is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
46,Internacional,18,Matheus Dias,,,Matheus Dias is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
46,Internacional,19,Bruno Henrique,,,Bruno Henrique is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
46,Internacional,18,Wanderson,,,Wanderson is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
46,Internacional,19,Wesley,,,Wesley is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
51,Internacional,17,Bruno Henrique,,,Bruno Henrique recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
61,Vitoria,18,Luan Silva,,,Luan Silva is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
61,Vitoria,19,Zé Hugo,,,Zé Hugo is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
61,Vitoria,18,Osvaldo,,,Osvaldo is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
61,Vitoria,19,Patric Calmon,,,Patric Calmon is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
61,Internacional,18,Hyoran,,,Hyoran is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
61,Internacional,19,Gustavo Prado,,,Gustavo Prado is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
71,Vitoria,18,Alerrandro,,,Alerrandro is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
71,Vitoria,19,Luiz Adriano,,,Luiz Adriano is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
71,Vitoria,18,Lucas Esteves,,,Lucas Esteves is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
71,Vitoria,19,Eryc Castillo,,,Eryc Castillo is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
71,Internacional,18,Charles Aránguiz,,,Charles Aránguiz is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
71,Internacional,19,Gabriel Carvalho,,,Gabriel Carvalho is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
77,Vitoria,17,Willean Lepo,,,Willean Lepo recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
82,Internacional,1,Gabriel Carvalho,,,"Gabriel Carvalho assists a goal (Through Ball, Key pass, Fast break)",2-1,"Sun, 16-Jun-24",Vitoria x Internacional
82,Internacional,16,Wesley,Gabriel Carvalho,1-1,"GOAL! Wesley scores , Assisted by Gabriel Carvalho (Low to the centre, 18-yard box, Big Chance, Left footed, Fast break)",2-1,"Sun, 16-Jun-24",Vitoria x Internacional
86,Vitoria,18,Matheuzinho,,,Matheuzinho is substituted off,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
86,Vitoria,19,Jean Mota,,,Jean Mota is substituted on,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
90+8,Internacional,17,Gabriel Mercado,,,Gabriel Mercado recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
90+9,Internacional,17,Lucas Alario,,,Lucas Alario recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
90+10,Vitoria,17,,,, recieves a yellow card,2-1,"Sun, 16-Jun-24",Vitoria x Internacional
90+11,Vitoria,16,Wagner Leonardo,,2-1,"GOAL! Wagner Leonardo scores  (Low to the centre, 18-yard box, Big Chance, Penalty, Left footed)",2-1,"Sun, 16-Jun-24",Vitoria x Internacional
4,Sao Paulo,1,Jonathan Calleri,,,"Jonathan Calleri assists a goal (Through Ball, Key pass, Open play)",2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
4,Sao Paulo,16,Lucas Moura,Jonathan Calleri,0-1,"GOAL! Lucas Moura scores , Assisted by Jonathan Calleri (Low to the right, 18-yard box, Big Chance, Left footed, Open play)",2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
5,Sao Paulo,17,Young,,,Young recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
21,Sao Paulo,17,Diego Costa,,,Diego Costa recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
31,Corinthians,1,Hugo,,,"Hugo assists a goal (Key pass, Open play)",2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
31,Corinthians,16,Igor Coronado,Hugo,1-1,"GOAL! Igor Coronado scores , Assisted by Hugo (Low to the right, Out of box, Right footed, Open play)",2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
41,Sao Paulo,16,Cacá,,1-2,"Cacá scores an OWN GOAL!  (Low to the right, 6-yard box, Left footed, Open play)",2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
42,Corinthians,17,Carlos Miguel,,,Carlos Miguel recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
44,Sao Paulo,17,Luciano,,,Luciano recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
45+2,Corinthians,7,Yuri Alberto,,,Yuri Alberto tackles and wins possession (Key pass),2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
45+2,Corinthians,16,Gustavo Silva,,2-2,"GOAL! Gustavo Silva scores , Assisted by Yuri Alberto (High to the left, 18-yard box, Left footed, From corner)",2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
46,Corinthians,18,Gabriel Moscardo,,,Gabriel Moscardo is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
46,Corinthians,19,Breno Bidon,,,Breno Bidon is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
69,Corinthians,17,Caetano,,,Caetano recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
69,Sao Paulo,18,Rodrigo Nestor,,,Rodrigo Nestor is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
69,Sao Paulo,19,Michel Araújo,,,Michel Araújo is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
69,Sao Paulo,18,Luciano,,,Luciano is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
69,Sao Paulo,19,Wellington Rato,,,Wellington Rato is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
71,Corinthians,18,Gustavo Silva,,,Gustavo Silva is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
71,Corinthians,19,Pedro Raúl,,,Pedro Raúl is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
77,Corinthians,17,Caetano,,,Caetano recieves a red card after receiving second yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
82,Corinthians,17,Breno Bidon,,,Breno Bidon recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
82,Corinthians,18,Wesley,,,Wesley is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
82,Corinthians,19,João Pedro,,,João Pedro is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
83,Sao Paulo,17,Lucas Moura,,,Lucas Moura recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
88,Sao Paulo,18,Luiz Gustavo,,,Luiz Gustavo is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
88,Sao Paulo,19,Ferreira,,,Ferreira is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
91,Sao Paulo,17,Alan Franco,,,Alan Franco recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
90+1,Corinthians,18,Igor Coronado,,,Igor Coronado is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
90+1,Corinthians,19,Giovane,,,Giovane is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
90+2,Corinthians,18,Yuri Alberto,,,Yuri Alberto is substituted off,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
90+2,Corinthians,19,Matheus Araújo,,,Matheus Araújo is substituted on,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
90+4,Corinthians,17,,,, recieves a yellow card,2-2,"Sun, 16-Jun-24",Corinthians x Sao Paulo
3,Cuiaba,16,Clayson,,1-0,"GOAL! Clayson scores  (Low to the left, 18-yard box, Big Chance, Left footed, Open play)",5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
11,Cuiaba,16,Ramon,,2-0,"GOAL! Ramon scores  (Low to the left, Out of box, Left footed, From corner)",5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
25,Fortaleza,18,Matheus Rossetto,,,Matheus Rossetto is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
25,Fortaleza,19,Renato Kayzer,,,Renato Kayzer is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
32,Cuiaba,17,Max,,,Max recieves a yellow card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
34,Fortaleza,17,Breno Lopes,,,Breno Lopes recieves a yellow card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
37,Cuiaba,16,Jonathan Cafú,,3-0,"GOAL! Jonathan Cafú scores  (Low to the left, 18-yard box, Big Chance, Right footed, Open play)",5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Fortaleza,17,Renato Kayzer,,,Renato Kayzer recieves a red card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
